model,experiment,stage,global_epoch,subset_pct,train_loss,val_loss,train_acc,val_acc,wall_time
ResNet,Curriculum,5,29,1.0,0.1694152442574501,0.159107852435112,0.9415,0.9491,42.617170095443726
ResNet,Curriculum,5,30,1.0,0.14706100220680238,0.15591440469324588,0.951025,0.9504,43.69594669342041
ResNet,Curriculum,5,31,1.0,0.13135435823202132,0.1338784113049507,0.954125,0.9588,42.57331418991089
ResNet,Curriculum,5,32,1.0,0.11606127343177795,0.12816466450095176,0.9603,0.9604,42.74142265319824
ResNet,Curriculum,5,33,1.0,0.1011601613521576,0.11874594396948815,0.965275,0.9655,43.874695777893066
ResNet,Curriculum,5,34,1.0,0.09508946722149848,0.1155336109340191,0.967875,0.9647,42.9893114566803
ResNet,Curriculum,5,35,1.0,0.08993645038604736,0.11292548055648803,0.969225,0.9665,43.37513780593872
MobileNet,Curriculum,1,1,0.1,2.141825464248657,2.6268662002563476,0.1975,0.1,5.152719259262085
MobileNet,Curriculum,1,2,0.1,1.8665102710723878,2.2788569900512696,0.3035,0.194,4.88718843460083
MobileNet,Curriculum,1,3,0.1,1.741863597869873,1.7151262699127197,0.355,0.3495,5.9356324672698975
MobileNet,Curriculum,1,4,0.1,1.6647792558670045,1.6393481956481935,0.3765,0.3929,4.827236890792847
MobileNet,Curriculum,2,5,0.25,1.5737817949295043,1.4968604637145997,0.4216,0.4521,9.517029523849487
MobileNet,Curriculum,2,6,0.25,1.460466834449768,1.374363782310486,0.4636,0.5015,9.261937379837036
MobileNet,Curriculum,2,7,0.25,1.376669486618042,1.2887109022140504,0.5019,0.5341,8.300270080566406
MobileNet,Curriculum,2,8,0.25,1.2991142757415772,1.2110947036743165,0.5308,0.5691,9.54482102394104
MobileNet,Curriculum,2,9,0.25,1.2286604066848754,1.1348040699958801,0.562,0.5914,9.247979164123535
MobileNet,Curriculum,2,10,0.25,1.1593593700408935,1.1404477102279662,0.5917,0.5998,8.198749542236328
MobileNet,Curriculum,3,11,0.5,1.1655368278503417,1.04890403175354,0.5836,0.6283,16.04732871055603
MobileNet,Curriculum,3,12,0.5,1.071743122291565,0.9735626077651978,0.61875,0.6533,15.034223079681396
MobileNet,Curriculum,3,13,0.5,0.994487734413147,0.9017396639823914,0.6473,0.6795,15.008001565933228
MobileNet,Curriculum,3,14,0.5,0.9327258852005005,0.8758334508895874,0.66695,0.6908,14.942517280578613
MobileNet,Curriculum,3,15,0.5,0.8763349637985229,0.7968521512031556,0.68985,0.722,15.011716842651367
MobileNet,Curriculum,3,16,0.5,0.822524691581726,0.7506974456787109,0.7097,0.7347,15.119776725769043
MobileNet,Curriculum,3,17,0.5,0.7747844314575195,0.7522245104789734,0.7271,0.7362,15.44819688796997
MobileNet,Curriculum,4,18,0.75,0.7989897122065226,0.7285549383163452,0.7159666666666666,0.7374,21.10945963859558
MobileNet,Curriculum,4,19,0.75,0.745152739461263,0.6872140033721924,0.7375333333333334,0.7587,21.79592490196228
MobileNet,Curriculum,4,20,0.75,0.7021254504521688,0.6485720086097717,0.7538333333333334,0.7731,20.980600833892822
MobileNet,Curriculum,4,21,0.75,0.6648885697682698,0.6330554213047027,0.7650666666666667,0.7808,22.12852382659912
MobileNet,Curriculum,4,22,0.75,0.6417108480930328,0.5883193990707397,0.775,0.7977,22.000640869140625
MobileNet,Curriculum,4,23,0.75,0.6109496404965719,0.5594349681854248,0.7849,0.8012,21.02853226661682
MobileNet,Curriculum,4,24,0.75,0.5810189081509908,0.5472824642658234,0.7980333333333334,0.8091,22.02543592453003
MobileNet,Curriculum,4,25,0.75,0.5653092089653016,0.5335026350021362,0.8002333333333334,0.815,21.847973823547363
MobileNet,Curriculum,5,26,1.0,0.5668689189910888,0.5070817492961883,0.800925,0.8229,28.041152715682983
MobileNet,Curriculum,5,27,1.0,0.5433923399925232,0.5012013040542602,0.811525,0.8287,28.207887411117554
MobileNet,Curriculum,5,28,1.0,0.5295909831047058,0.4817993408203125,0.81485,0.8302,28.317520141601562
MobileNet,Curriculum,5,29,1.0,0.516595373916626,0.465143283700943,0.817825,0.8405,27.986579418182373
MobileNet,Curriculum,5,30,1.0,0.5039205510616303,0.45882914094924926,0.823625,0.8412,29.311397075653076
MobileNet,Curriculum,5,31,1.0,0.49304326791763303,0.44898634185791014,0.82755,0.8427,28.387664079666138
MobileNet,Curriculum,5,32,1.0,0.48943575201034545,0.44462989983558654,0.82885,0.8439,28.035504817962646
MobileNet,Curriculum,5,33,1.0,0.4829206827163696,0.4448861598730087,0.83405,0.8452,28.412001371383667
MobileNet,Curriculum,5,34,1.0,0.47576766624450684,0.43910495829582213,0.834425,0.8489,28.32559585571289
MobileNet,Curriculum,5,35,1.0,0.47291834297180174,0.4385246426105499,0.836825,0.8465,28.55042839050293
