model,experiment,stage,global_epoch,subset_pct,train_loss,val_loss,train_acc,val_acc,wall_time
VGG,Baseline,1,26,1.0,0.5457737420082093,0.45178827571868896,0.814675,0.8461,29.483191967010498
VGG,Baseline,1,27,1.0,0.5316942561149597,0.41763099679946897,0.821125,0.8581,28.054646492004395
VGG,Baseline,1,28,1.0,0.5174880690097808,0.41241674828529357,0.8257,0.8607,28.259970903396606
VGG,Baseline,1,29,1.0,0.5065222782135009,0.40453796825408933,0.83,0.8643,27.97809934616089
VGG,Baseline,1,30,1.0,0.4927321111679077,0.39595739212036135,0.83085,0.867,28.02994966506958
ResNet,Baseline,1,1,1.0,1.4967339698791504,1.46588833694458,0.4584,0.5204,41.5024778842926
ResNet,Baseline,1,2,1.0,0.9903380862236023,0.9022970264434814,0.646775,0.6831,40.76319766044617
ResNet,Baseline,1,3,1.0,0.7704372262001038,0.7824207137107849,0.72805,0.7315,40.726606369018555
ResNet,Baseline,1,4,1.0,0.6623539046287537,0.7005314640045166,0.768975,0.7706,43.408655405044556
ResNet,Baseline,1,5,1.0,0.5876345685005188,0.706374099445343,0.797,0.7636,42.308974266052246
ResNet,Baseline,1,6,1.0,0.534204392337799,0.7595642957687377,0.8148,0.7675,41.7747106552124
ResNet,Baseline,1,7,1.0,0.49395486516952514,0.5500101071357727,0.83045,0.8167,44.16079783439636
ResNet,Baseline,1,8,1.0,0.45219533557891844,0.5159425282001495,0.842425,0.8265,43.18148446083069
ResNet,Baseline,1,9,1.0,0.41855611658096314,0.5077828392505646,0.8552,0.8328,43.26577401161194
ResNet,Baseline,1,10,1.0,0.39208893976211545,0.658867041015625,0.86385,0.7968,43.090866565704346
ResNet,Baseline,1,11,1.0,0.36957879161834717,0.43942623434066774,0.871275,0.8536,44.36857771873474
ResNet,Baseline,1,12,1.0,0.3454733189582825,0.4375453088760376,0.88035,0.852,43.03228139877319
ResNet,Baseline,1,13,1.0,0.3204749180316925,0.4067820170402527,0.890575,0.8677,43.03716325759888
ResNet,Baseline,1,14,1.0,0.30226811647415164,0.6165150025606155,0.896375,0.8151,44.10650396347046
ResNet,Baseline,1,15,1.0,0.28006650741100314,0.41331202154159546,0.903225,0.8662,42.53867030143738
ResNet,Baseline,1,16,1.0,0.2677225817203522,0.4315425897598267,0.907775,0.8621,43.62626028060913
ResNet,Baseline,1,17,1.0,0.23784454963207244,0.3640657473564148,0.918225,0.8824,43.644904375076294
ResNet,Baseline,1,18,1.0,0.22138879857063293,0.4426028887748718,0.923175,0.8685,43.29645228385925
ResNet,Baseline,1,19,1.0,0.2032892730474472,0.37358842906951906,0.92885,0.8815,42.24542236328125
ResNet,Baseline,1,20,1.0,0.1805484429359436,0.42617105789184573,0.937875,0.8703,44.0149621963501
ResNet,Baseline,1,21,1.0,0.16982749264240266,0.3437972167491913,0.940325,0.8987,42.31561064720154
ResNet,Baseline,1,22,1.0,0.15039488599300385,0.38231126155853273,0.946975,0.8878,42.55341196060181
ResNet,Baseline,1,23,1.0,0.13458742982149124,0.3202853586673737,0.953725,0.9068,43.300442934036255
ResNet,Baseline,1,24,1.0,0.11933267983198166,0.3351128942489624,0.958125,0.9072,42.629523277282715
ResNet,Baseline,1,25,1.0,0.10103639396429062,0.3561723825454712,0.966275,0.9004,42.61199498176575
ResNet,Baseline,1,26,1.0,0.08960878912806511,0.3569656163215637,0.969325,0.9042,42.83127212524414
ResNet,Baseline,1,27,1.0,0.07866552821099758,0.3275093536376953,0.972475,0.9107,43.73899984359741
ResNet,Baseline,1,28,1.0,0.0643892277956009,0.318302907037735,0.9783,0.9159,42.26865744590759
ResNet,Baseline,1,29,1.0,0.05524693969786167,0.33611975073814393,0.981,0.9185,42.612708568573
ResNet,Baseline,1,30,1.0,0.04625224496722222,0.3361923336982727,0.98535,0.9179,42.97462034225464
MobileNet,Baseline,1,1,1.0,1.6433046745300293,1.3006392021179198,0.39585,0.528,29.802762985229492
MobileNet,Baseline,1,2,1.0,1.2402331903457642,1.1451091873168946,0.554875,0.5891,30.291183710098267
MobileNet,Baseline,1,3,1.0,1.0385704624176026,0.944106883430481,0.6295,0.6664,29.086435556411743
MobileNet,Baseline,1,4,1.0,0.9067472179412842,0.879697717666626,0.677225,0.6949,28.504513263702393
MobileNet,Baseline,1,5,1.0,0.7975169958114624,0.7593872430801392,0.717025,0.7339,28.17117476463318
MobileNet,Baseline,1,6,1.0,0.7260131240844726,0.7217751887321472,0.74645,0.7462,28.66378426551819
MobileNet,Baseline,1,7,1.0,0.6741815337181092,0.6479327228546142,0.762575,0.7735,29.960273504257202
MobileNet,Baseline,1,8,1.0,0.6205412571430207,0.6301259073257446,0.78225,0.7813,28.727844715118408
MobileNet,Baseline,1,9,1.0,0.5876509715080261,0.5748234559535981,0.7924,0.8011,28.501142501831055
MobileNet,Baseline,1,10,1.0,0.5506368775367737,0.5863772741317749,0.806125,0.7994,28.948541402816772
MobileNet,Baseline,1,11,1.0,0.5231690004348755,0.541674702835083,0.81515,0.8136,28.862560987472534
MobileNet,Baseline,1,12,1.0,0.49319161348342894,0.5508661765098571,0.827325,0.8117,30.307652711868286
MobileNet,Baseline,1,13,1.0,0.46950038414001466,0.5383027722358703,0.835375,0.8208,29.02811360359192
MobileNet,Baseline,1,14,1.0,0.45355786895751954,0.5155332359313964,0.8401,0.8254,28.638508081436157
MobileNet,Baseline,1,15,1.0,0.4251841501712799,0.4939664984703064,0.850025,0.8332,28.222370624542236
MobileNet,Baseline,1,16,1.0,0.40971020498275756,0.47543007831573486,0.856125,0.8391,28.658226251602173
MobileNet,Baseline,1,17,1.0,0.38426573429107663,0.4907681471824646,0.863575,0.8344,28.925726413726807
MobileNet,Baseline,1,18,1.0,0.36814197716712954,0.4764844766139984,0.870075,0.8418,28.37977957725525
MobileNet,Baseline,1,19,1.0,0.3513664936542511,0.44942250361442565,0.87735,0.8489,28.11651062965393
MobileNet,Baseline,1,20,1.0,0.3330385362148285,0.44208336491584777,0.883675,0.8494,28.380191326141357
MobileNet,Baseline,1,21,1.0,0.31930213861465456,0.4525828803062439,0.88755,0.8482,28.642197370529175
MobileNet,Baseline,1,22,1.0,0.30431993894577025,0.4390183784008026,0.8936,0.8537,29.344820022583008
MobileNet,Baseline,1,23,1.0,0.2864114809036255,0.43535357155799864,0.8994,0.8553,28.36451005935669
MobileNet,Baseline,1,24,1.0,0.2758449693918228,0.42635594363212587,0.9034,0.8634,28.368024826049805
MobileNet,Baseline,1,25,1.0,0.25949746186733247,0.4281401603221893,0.90955,0.8596,28.614981651306152
MobileNet,Baseline,1,26,1.0,0.24544916849136353,0.419817404460907,0.91475,0.8656,28.695337295532227
MobileNet,Baseline,1,27,1.0,0.23753695180416107,0.4078061074733734,0.916075,0.8686,29.36181139945984
MobileNet,Baseline,1,28,1.0,0.22116663143634796,0.42234287028312684,0.923525,0.8645,28.639116525650024
MobileNet,Baseline,1,29,1.0,0.21137041614055632,0.4069328978061676,0.928425,0.8684,28.599312782287598
MobileNet,Baseline,1,30,1.0,0.2023744390964508,0.40733562726974487,0.92915,0.865,28.558716297149658
VGG,PDR,1,1,0.1,2.6202024173736573,2.0828073608398436,0.14925,0.1887,4.864701271057129
VGG,PDR,1,2,0.1,2.143464406967163,1.9555190174102783,0.2035,0.2511,5.916994094848633
VGG,PDR,1,3,0.1,2.1000499267578125,1.9387017168045044,0.2015,0.253,6.6933066844940186
VGG,PDR,1,4,0.1,2.0282155570983886,1.8850982357025146,0.2165,0.2637,5.608294486999512
VGG,PDR,2,5,0.25,1.9433423202514648,1.753396329498291,0.2589,0.3318,8.794761180877686
VGG,PDR,2,6,0.25,1.8805242889404297,1.707910878944397,0.2832,0.3688,9.50308609008789
VGG,PDR,2,7,0.25,1.8135114234924317,1.6109103561401368,0.3036,0.4042,9.311434030532837
VGG,PDR,2,8,0.25,1.7693983507156372,1.6353053020477295,0.3306,0.3738,8.425626754760742
VGG,PDR,2,9,0.25,1.7255661472320556,1.5102530633926392,0.3455,0.4336,9.714803695678711
VGG,PDR,2,10,0.25,1.6636392999649048,1.4933774013519288,0.3723,0.4388,9.640811443328857
VGG,PDR,3,11,0.5,1.6207262210845947,1.411522695159912,0.3902,0.4722,15.887611150741577
VGG,PDR,3,12,0.5,1.5335511743545531,1.3210705982208253,0.4235,0.5058,15.874747037887573
VGG,PDR,3,13,0.5,1.4697769620895387,1.2575719369888305,0.4585,0.5325,15.944864749908447
VGG,PDR,3,14,0.5,1.4098926410675048,1.2361858568191528,0.4798,0.5491,16.416980504989624
VGG,PDR,3,15,0.5,1.353300821685791,1.126810954284668,0.50655,0.5838,15.418078184127808
VGG,PDR,3,16,0.5,1.3112940918922424,1.1023664319992066,0.52565,0.5902,15.93911337852478
VGG,PDR,3,17,0.5,1.2714941226959229,1.0245963190078735,0.53895,0.6271,15.575989723205566
VGG,PDR,4,18,0.75,1.2124317762374879,1.014381954097748,0.5619333333333333,0.6275,22.589174270629883
VGG,PDR,4,19,0.75,1.1790382275899252,1.0054212852478028,0.5771,0.6306,22.45256519317627
VGG,PDR,4,20,0.75,1.1261603745142619,0.9229560035705566,0.5967333333333333,0.6596,20.98046040534973
VGG,PDR,4,21,0.75,1.0882947998682657,0.8938880167007446,0.6104,0.6759,22.604004621505737
VGG,PDR,4,22,0.75,1.0543153423627218,0.8473669679641723,0.6231333333333333,0.6929,23.42679190635681
VGG,PDR,4,23,0.75,1.0181697021484375,0.8141491233825684,0.6360333333333333,0.7023,23.811938285827637
VGG,PDR,4,24,0.75,0.98788714316686,0.8082702903747558,0.6488666666666667,0.7027,22.107760429382324
VGG,PDR,4,25,0.75,0.9549323601086934,0.7985128824234009,0.6634333333333333,0.7108,23.646761655807495
VGG,PDR,5,26,1.0,0.9513480083465576,0.7549393434524536,0.665225,0.7245,28.735039234161377
VGG,PDR,5,27,1.0,0.918153648853302,0.7478572978973389,0.67545,0.7273,30.37585735321045
VGG,PDR,5,28,1.0,0.9004616996765137,0.7172193177223205,0.683525,0.7382,28.696395874023438
VGG,PDR,5,29,1.0,0.8754227832794189,0.707080341911316,0.689475,0.7416,28.917628049850464
VGG,PDR,5,30,1.0,0.8647813962936401,0.7026151876449584,0.69465,0.7459,29.111754655838013
VGG,PDR,5,31,1.0,0.8574214275360107,0.689137326335907,0.697425,0.7481,29.238704919815063
VGG,PDR,5,32,1.0,0.8413436742782593,0.6776009143829346,0.703975,0.7504,29.721890687942505
VGG,PDR,5,33,1.0,0.837062193775177,0.6739561222076416,0.70595,0.7533,28.524438858032227
VGG,PDR,5,34,1.0,0.8317247330665588,0.6727221057891846,0.708025,0.7542,28.489431619644165
VGG,PDR,5,35,1.0,0.8285409290313721,0.6743140596389771,0.710375,0.7544,28.4289653301239
ResNet,PDR,1,1,0.1,2.156192674636841,2.6907027469635008,0.246,0.2259,7.487920045852661
ResNet,PDR,1,2,0.1,1.7644640789031982,1.7176622123718261,0.346,0.3756,8.16119909286499
ResNet,PDR,1,3,0.1,1.6210998611450196,1.5965256507873535,0.39875,0.426,7.283970832824707
ResNet,PDR,1,4,0.1,1.540174596786499,1.5155057220458985,0.43025,0.442,7.543424367904663
ResNet,PDR,2,5,0.25,1.420208766746521,1.5306327703475953,0.478,0.4687,13.272943019866943
ResNet,PDR,2,6,0.25,1.2750716320037843,1.2295121627807617,0.5372,0.5615,13.331368923187256
ResNet,PDR,2,7,0.25,1.1351928267478943,1.120232731628418,0.5921,0.6027,12.964579820632935
ResNet,PDR,2,8,0.25,1.0195999397277833,1.216644916152954,0.6381,0.5945,13.132231950759888
ResNet,PDR,2,9,0.25,0.9259525207519531,0.9653362613677978,0.6669,0.6666,13.272620439529419
ResNet,PDR,2,10,0.25,0.8658971920013427,1.5187607559204102,0.6957,0.5779,13.32077145576477
ResNet,PDR,3,11,0.5,0.873329133605957,0.9818416692733765,0.69195,0.6685,23.670065879821777
ResNet,PDR,3,12,0.5,0.7616416067123413,0.8304824962615966,0.7319,0.7259,23.59458327293396
ResNet,PDR,3,13,0.5,0.6898487960815429,0.7233369998931884,0.7564,0.756,22.818891286849976
ResNet,PDR,3,14,0.5,0.628023583316803,0.6861322348594665,0.7817,0.7662,23.501546382904053
ResNet,PDR,3,15,0.5,0.5690541759967804,0.7961143084526062,0.7996,0.7451,23.101366758346558
ResNet,PDR,3,16,0.5,0.5162401579380035,0.6077326843261719,0.81975,0.7932,23.77254891395569
ResNet,PDR,3,17,0.5,0.48061257133483887,0.9322080574035645,0.8319,0.7216,23.543134450912476
ResNet,PDR,4,18,0.75,0.5005899514516194,0.6935601322174072,0.8274,0.7712,33.066370487213135
ResNet,PDR,4,19,0.75,0.4546703928788503,0.6338013031005859,0.8418666666666667,0.7997,33.778478384017944
ResNet,PDR,4,20,0.75,0.4110157604853312,0.5187517429351807,0.8585333333333334,0.8311,32.85475468635559
ResNet,PDR,4,21,0.75,0.37332747127215066,0.49168098049163816,0.8709666666666667,0.8388,33.26204228401184
ResNet,PDR,4,22,0.75,0.33371570555369057,0.43370872631073,0.8837333333333334,0.8547,32.96690535545349
ResNet,PDR,4,23,0.75,0.30802916022141774,0.44670855407714843,0.8923333333333333,0.8562,33.30678653717041
ResNet,PDR,4,24,0.75,0.27846887653271357,0.4176053554534912,0.9009666666666667,0.8616,32.95828938484192
ResNet,PDR,4,25,0.75,0.2388566042860349,0.4416060389518738,0.9167,0.8687,33.09706258773804
ResNet,PDR,5,26,1.0,0.2766133416891098,0.3871709891796112,0.90595,0.876,42.566250801086426
ResNet,PDR,5,27,1.0,0.2399807811975479,0.36614117984771727,0.918525,0.8841,43.72096085548401
ResNet,PDR,5,28,1.0,0.211905535197258,0.36395673732757566,0.92735,0.8859,42.99382948875427
ResNet,PDR,5,29,1.0,0.18619408240318297,0.3812977508544922,0.936625,0.8822,42.69230628013611
ResNet,PDR,5,30,1.0,0.16306994116306306,0.3438888282775879,0.9444,0.8987,43.31570816040039
ResNet,PDR,5,31,1.0,0.14775282484292984,0.3441825328826904,0.94795,0.9007,42.66805171966553
ResNet,PDR,5,32,1.0,0.12516476152539252,0.3587975240707397,0.956825,0.9014,42.94625973701477
ResNet,PDR,5,33,1.0,0.11660266035795212,0.35338776106834413,0.95985,0.9034,43.292677879333496
ResNet,PDR,5,34,1.0,0.10670120493769646,0.3525196662902832,0.964,0.9056,42.75751781463623
ResNet,PDR,5,35,1.0,0.10117134677767754,0.35524769115447996,0.964925,0.9052,42.71181392669678
MobileNet,PDR,1,1,0.1,2.15890701675415,2.6735830219268797,0.207,0.1,5.805102348327637
MobileNet,PDR,1,2,0.1,1.8850758743286133,2.381784267807007,0.29625,0.1823,4.813518285751343
MobileNet,PDR,1,3,0.1,1.7580835437774658,1.6802682825088502,0.3565,0.3772,5.9034106731414795
MobileNet,PDR,1,4,0.1,1.6888913955688476,1.6511856771469116,0.36875,0.4062,4.785157203674316
MobileNet,PDR,2,5,0.25,1.5605986087799073,1.546481220626831,0.4273,0.4323,9.114944696426392
MobileNet,PDR,2,6,0.25,1.4749192893981933,1.3909016120910644,0.4585,0.4881,8.022238731384277
MobileNet,PDR,2,7,0.25,1.383611737060547,1.3128935535430908,0.4948,0.5366,9.39840030670166
MobileNet,PDR,2,8,0.25,1.3081081241607666,1.2944542470932008,0.5247,0.5332,9.202183485031128
MobileNet,PDR,2,9,0.25,1.2390120504379272,1.1892860260009765,0.553,0.575,7.996211767196655
MobileNet,PDR,2,10,0.25,1.179944563102722,1.1951189079284668,0.5729,0.5655,9.077233791351318
MobileNet,PDR,3,11,0.5,1.1627659852981567,1.0742844429016114,0.5816,0.6152,14.748005390167236
MobileNet,PDR,3,12,0.5,1.0746542488098145,0.9979707780838013,0.6168,0.6487,14.866632223129272
MobileNet,PDR,3,13,0.5,0.9943068006515503,0.9955233600616455,0.64595,0.6522,16.20300269126892
MobileNet,PDR,3,14,0.5,0.9284515771865844,0.9180521627426147,0.67325,0.6782,14.687381505966187
MobileNet,PDR,3,15,0.5,0.8655462993621826,0.8304981647491455,0.6955,0.7061,14.93250560760498
MobileNet,PDR,3,16,0.5,0.8113297723770142,0.80066478099823,0.715,0.7172,14.95554804801941
MobileNet,PDR,3,17,0.5,0.7658479853630066,0.8113437482833862,0.72925,0.7148,15.101657152175903
MobileNet,PDR,4,18,0.75,0.7772157776514689,0.8031092015266419,0.7274333333333334,0.7223,22.014014959335327
MobileNet,PDR,4,19,0.75,0.7303277241388957,0.7385077402114868,0.7445,0.74,21.71667718887329
MobileNet,PDR,4,20,0.75,0.6848755043347676,0.6757690604209899,0.7582333333333333,0.762,20.77465319633484
MobileNet,PDR,4,21,0.75,0.6510145029385884,0.6622491163253784,0.7715666666666666,0.7651,22.01356554031372
MobileNet,PDR,4,22,0.75,0.619476115322113,0.6256590034484864,0.7821666666666667,0.7792,21.40731954574585
MobileNet,PDR,4,23,0.75,0.5865556337674459,0.6352879397392273,0.7969666666666667,0.7802,20.761181592941284
MobileNet,PDR,4,24,0.75,0.563833864291509,0.6186087406158447,0.8027333333333333,0.785,21.98154640197754
MobileNet,PDR,4,25,0.75,0.5409927285194397,0.5988502902984619,0.8116333333333333,0.7899,22.668988704681396
MobileNet,PDR,5,26,1.0,0.5530011813163758,0.5881636828422546,0.8063,0.7931,28.69484567642212
MobileNet,PDR,5,27,1.0,0.5331109961032867,0.5679963150024414,0.814275,0.7994,28.719476222991943
MobileNet,PDR,5,28,1.0,0.5133897876739502,0.5558626826286316,0.82035,0.8046,28.07707929611206
MobileNet,PDR,5,29,1.0,0.49954130697250365,0.5533248165130615,0.824575,0.8086,28.297420740127563
MobileNet,PDR,5,30,1.0,0.4891313094139099,0.5466984916687012,0.82835,0.8094,27.88734483718872
MobileNet,PDR,5,31,1.0,0.48002115898132325,0.5405082878112792,0.831925,0.8125,28.123981952667236
MobileNet,PDR,5,32,1.0,0.47167599849700925,0.5395702912330628,0.835925,0.812,27.964497566223145
MobileNet,PDR,5,33,1.0,0.46804068017005923,0.5365643552780152,0.8363,0.8115,27.727057695388794
MobileNet,PDR,5,34,1.0,0.4595449989318848,0.5345481064796448,0.839875,0.8133,27.94629693031311
MobileNet,PDR,5,35,1.0,0.460643443775177,0.5328523432731629,0.839875,0.8136,28.380149841308594
VGG,Curriculum,1,1,0.1,2.643943391799927,2.166385454559326,0.143,0.1802,6.092614650726318
VGG,Curriculum,1,2,0.1,2.157958267211914,1.9924694004058838,0.197,0.2501,4.946536302566528
VGG,Curriculum,1,3,0.1,2.061678392410278,1.9685349519729614,0.2125,0.2353,5.590068817138672
VGG,Curriculum,1,4,0.1,2.0247433586120605,1.8631034393310546,0.21925,0.2865,5.3118791580200195
VGG,Curriculum,2,5,0.25,1.947680786895752,1.7608107151031493,0.2562,0.3246,9.412935018539429
VGG,Curriculum,2,6,0.25,1.8705726495742798,1.7274582847595215,0.2796,0.3275,8.294356107711792
VGG,Curriculum,2,7,0.25,1.8084412590026855,1.6419223922729491,0.3111,0.3695,9.48587155342102
VGG,Curriculum,2,8,0.25,1.7595384296417236,1.5960529598236084,0.3321,0.3954,9.365269899368286
VGG,Curriculum,2,9,0.25,1.715874012374878,1.5039943649291991,0.3628,0.4182,7.989972114562988
VGG,Curriculum,2,10,0.25,1.6759267135620117,1.6113705167770385,0.3745,0.3988,9.20322871208191
VGG,Curriculum,3,11,0.5,1.6548145208358764,1.4363753635406493,0.37965,0.452,14.864412069320679
VGG,Curriculum,3,12,0.5,1.5598685646057129,1.3958047645568847,0.42165,0.4738,14.708380222320557
VGG,Curriculum,3,13,0.5,1.4976732187271118,1.2821779415130614,0.44665,0.5232,15.470584154129028
VGG,Curriculum,3,14,0.5,1.4229960334777831,1.2487312129974366,0.47845,0.533,15.16168761253357
VGG,Curriculum,3,15,0.5,1.3753139793395996,1.1521501821517945,0.4957,0.5685,15.180346727371216
VGG,Curriculum,3,16,0.5,1.3210353843688964,1.1134712358474732,0.52705,0.5893,15.034849643707275
VGG,Curriculum,3,17,0.5,1.2834058380126954,1.0436365955352782,0.5393,0.6132,14.8224196434021
VGG,Curriculum,4,18,0.75,1.241105340194702,1.0429047065734862,0.5500666666666667,0.6103,21.72843837738037
VGG,Curriculum,4,19,0.75,1.1904263299942017,0.9497762856483459,0.5737666666666666,0.6496,20.952057123184204
VGG,Curriculum,4,20,0.75,1.1514260179519653,0.9386630434036255,0.5892,0.6558,21.744324684143066
VGG,Curriculum,4,21,0.75,1.1064605704307555,0.8935282417297363,0.6052,0.6765,21.944923162460327
VGG,Curriculum,4,22,0.75,1.0660288377761842,0.831502324962616,0.6169,0.6953,20.49001717567444
VGG,Curriculum,4,23,0.75,1.0342075361887615,0.8286969863891601,0.6338333333333334,0.699,21.708137273788452
VGG,Curriculum,4,24,0.75,1.0090806216557822,0.794157836151123,0.6439333333333334,0.7085,21.4390606880188
VGG,Curriculum,4,25,0.75,0.9816985493024191,0.7752631320953369,0.6511333333333333,0.7133,20.44955801963806
VGG,Curriculum,5,26,1.0,0.9573197887420655,0.7528993549346924,0.660175,0.7258,27.09510898590088
VGG,Curriculum,5,27,1.0,0.9378883590698243,0.7286199642181397,0.665875,0.7336,26.910430908203125
VGG,Curriculum,5,28,1.0,0.9134923290252686,0.7014939226150513,0.6777,0.741,27.918367385864258
VGG,Curriculum,5,29,1.0,0.8975061513900757,0.6931012680053711,0.680525,0.7484,27.183170557022095
VGG,Curriculum,5,30,1.0,0.8836927208900451,0.687768678855896,0.6894,0.7455,27.154956579208374
VGG,Curriculum,5,31,1.0,0.8629457660675048,0.6745212010383606,0.691875,0.7509,27.42550015449524
VGG,Curriculum,5,32,1.0,0.8488859794616699,0.6669496129989624,0.700075,0.7534,27.48534917831421
VGG,Curriculum,5,33,1.0,0.8494891162872314,0.6608849656105041,0.697825,0.7567,27.244896173477173
VGG,Curriculum,5,34,1.0,0.8395639723777771,0.6570100090026856,0.702875,0.7562,27.106619596481323
VGG,Curriculum,5,35,1.0,0.8422476345062256,0.6540936067581177,0.703325,0.7582,27.864885807037354
ResNet,Curriculum,1,1,0.1,2.131364499092102,2.7906796512603758,0.2645,0.2223,7.9510111808776855
ResNet,Curriculum,1,2,0.1,1.7089491081237793,1.6877972286224365,0.36975,0.3899,8.000932693481445
ResNet,Curriculum,1,3,0.1,1.5700687112808227,1.4964233015060424,0.42125,0.4529,7.243425369262695
ResNet,Curriculum,1,4,0.1,1.5147964839935302,1.4377737689971923,0.443,0.4793,7.622303009033203
ResNet,Curriculum,2,5,0.25,1.4041089889526368,1.4239665878295897,0.4909,0.5257,13.275410890579224
ResNet,Curriculum,2,6,0.25,1.213021840286255,1.2187641065597534,0.5653,0.5736,12.985432863235474
ResNet,Curriculum,2,7,0.25,1.1122846265792847,1.050180893611908,0.6019,0.6249,12.937399864196777
ResNet,Curriculum,2,8,0.25,1.0071375352859497,1.2757111685752869,0.6462,0.5707,12.889596939086914
ResNet,Curriculum,2,9,0.25,0.9303874870300293,1.3193555822372436,0.6702,0.5781,13.108988285064697
ResNet,Curriculum,2,10,0.25,0.8522259140491486,1.0674908928871154,0.7041,0.6552,13.273310899734497
ResNet,Curriculum,3,11,0.5,0.8015354461669922,0.7062977179527282,0.71765,0.7545,23.67143201828003
ResNet,Curriculum,3,12,0.5,0.7234133098602294,0.6998442882537842,0.74815,0.7624,23.209890365600586
ResNet,Curriculum,3,13,0.5,0.644486538696289,0.6401604265213012,0.7739,0.78,22.809202909469604
ResNet,Curriculum,3,14,0.5,0.5908195651054382,0.6210838291168213,0.79675,0.7875,22.78549027442932
ResNet,Curriculum,3,15,0.5,0.542894354724884,0.5903590245246887,0.81085,0.8018,22.97511315345764
ResNet,Curriculum,3,16,0.5,0.5024394127845764,0.6462248856544495,0.82425,0.788,23.69827938079834
ResNet,Curriculum,3,17,0.5,0.4674978715419769,0.5875994721889496,0.83915,0.8096,23.04558801651001
ResNet,Curriculum,4,18,0.75,0.46493939065933226,0.558148700428009,0.8402,0.8211,33.09050798416138
ResNet,Curriculum,4,19,0.75,0.42146370747884115,0.5500263317108154,0.8518,0.8182,33.47270846366882
ResNet,Curriculum,4,20,0.75,0.3881376186211904,0.4456091659545898,0.8640666666666666,0.8509,32.803404808044434
ResNet,Curriculum,4,21,0.75,0.3539860093355179,0.39471169328689576,0.8789333333333333,0.8687,33.355417013168335
ResNet,Curriculum,4,22,0.75,0.31444441294670106,0.3250887797832489,0.8915333333333333,0.8917,32.81447219848633
ResNet,Curriculum,4,23,0.75,0.2905292177995046,0.33163149700164796,0.8999666666666667,0.889,33.07337975502014
ResNet,Curriculum,4,24,0.75,0.25735728184382123,0.31817301754951477,0.9097666666666666,0.8905,32.79368543624878
ResNet,Curriculum,4,25,0.75,0.23147794122695922,0.27711076340675356,0.9198333333333333,0.9089,33.24946880340576
ResNet,Curriculum,5,26,1.0,0.25411471400260927,0.2223073562502861,0.91375,0.9265,42.68230128288269
ResNet,Curriculum,5,27,1.0,0.21929906234741212,0.1996984975159168,0.92545,0.9337,43.72921681404114
ResNet,Curriculum,5,28,1.0,0.1929346981048584,0.18613018869161607,0.933225,0.9379,42.916122913360596
